Label,Cluster,Color,PassOne,PassOneCol
DongThap.VNM/07.14/D8,13,#800000,13,#800000
Padova.ITA/14.17/5/B3,14,#82baff,14,#82baff
Padova.ITA/13.17/1/B3,14,#82baff,14,#82baff
Padova.ITA/14.17/1/B3,14,#82baff,14,#82baff
Padova.ITA/14.17/2/B3,14,#82baff,14,#82baff
Padova.ITA/12.17/1/B3,14,#82baff,14,#82baff
Padova.ITA/16.17/6/B3,14,#82baff,14,#82baff
Venice.ITA/06.11/1/G3,15.0,#808000,15,#808000
Changwon.KOR/39.16/2/D8,16.0,#ffd8b1,16,#ffd8b1
Marseille.FRA/27.17/2/D8,17.0,#0072B2,17,#0072B2
Marseille.FRA/20.18/1/D8,18,#999999,18,#999999
Marseille.FRA/30.18/1/D8,18,#999999,18,#999999
Marseille.FRA/29.18/2/D8,18,#999999,18,#999999
Marseille.FRA/37.19/1/D8,18,#999999,18,#999999
Marseille.FRA/23.18/1/D8,18,#999999,18,#999999
Marseille.FRA/35.18/1/D8,18,#999999,18,#999999
Haridwar.IND/06.14/5/D8,19.0,#E69F00,19,#E69F00
Teeside.GBR/18.13/2/D8,19.13,#56B4E9,19,#E69F00
Teeside.GBR/16.13/6/D8,19.12,#009E73,19,#E69F00
Marseille.FRA/13.19/2/D8,6.24,#F0E442,6,#42d4f4
Teeside.GBR/9.13/3/D8,19.11,#0072B2,19,#E69F00
Marseille.FRA/19.19/3/D8,6.23,#D55E00,6,#42d4f4
Lincoln.GBR/15.13/D8,19.10,#CC79A7,19,#E69F00
Marseille.FRA/17.19/1/D8,6.22,#f46d43,6,#42d4f4
NewcastleuponTyne.GBR/16.13/D8,19.9,#abd9e9,19,#E69F00
Marseille.FRA/21.19/18/D8,6.21,#e6194B,6,#42d4f4
Roraima.BRA/31.18/D8,16.11,#3cb44b,16,#ffd8b1
Teeside.GBR/9.13/4/D8,19.8,#ffe119,19,#E69F00
Marseille.FRA/21.19/11/D8,6.20,#4363d8,6,#42d4f4
Padova.ITA/14.17/2/D8,16.10,#f58231,16,#ffd8b1
Marseille.FRA/12.18/2/D8,17.9,#ba3fdf,17,#0072B2
Teeside.GBR/9.13/5/D8,19.7,#42d4f4,19,#E69F00
Marseille.FRA/19.19/1/B3,6.19,#bfef45,6,#42d4f4
Padova.ITA/14.17/3/D8,16.9,#fabed4,16,#ffd8b1
Marseille.FRA/21.18/2/D8,17.8,#469990,17,#0072B2
Gloucester.GBR/46.12/2/D8,19.6,#dcbeff,19,#E69F00
Marseille.FRA/21.19/19/D8,6.18,#9A6324,6,#42d4f4
Pune.IND/10.13/1/D8,12.12,#b3a400,12,#b3a400
Padova.ITA/13.17/1/D8,16.8,#800000,16,#ffd8b1
Marseille.FRA/29.17/1/D8,17.7,#82baff,17,#0072B2
Gloucester.GBR/46.12/D8,19.5,#808000,19,#E69F00
Marseille.FRA/21.19/1/B3,3.20,#ffd8b1,3,#4363d8
Marseille.FRA/23.19/7/D8,6.17,#0072B2,6,#42d4f4
Daman.IND/7.15/D8,12.11,#999999,12,#b3a400
Verona.ITA/19.17/2/D8,16.7,#E69F00,16,#ffd8b1
Marseille.FRA/27.17/1/D8,17.6,#56B4E9,17,#0072B2
Sheffield.GBR/32.12/3/D8,19.4,#009E73,19,#E69F00
Marseille.FRA/19.19/19/B3,3.19,#F0E442,3,#4363d8
Marseille.FRA/31.18/2/D8,5.17,#0072B2,5,#ba3fdf
Marseille.FRA/13.19/1/D8,6.16,#D55E00,6,#42d4f4
Panna.IND/28.15,12.10,#CC79A7,12,#b3a400
Villupuram.Ind/13.06/D8,15.7,#f46d43,15,#808000
Venezia.ITA/22.17/3/D8,16.6,#abd9e9,16,#ffd8b1
Marseille.FRA/21.18/1/D8,17.5,#e6194B,17,#0072B2
Derby.GBR/47.12/D8,19.3,#3cb44b,19,#E69F00
Marseille.FRA/19.19/5/D8,3.18,#ffe119,3,#4363d8
Marseille.FRA/33.18/2/D8,5.16,#4363d8,5,#ba3fdf
Marseille.FRA/20.19/3/D8,6.15,#f58231,6,#42d4f4
London.GBR/22.12/3/D8,12.9,#ba3fdf,12,#b3a400
Krishnagiri.Ind/12.06/D8,15.6,#42d4f4,15,#808000
Ancona.ITA/45.17/1/D8,16.5,#bfef45,16,#ffd8b1
Marseille.FRA/31.17/1/D8,17.4,#fabed4,17,#0072B2
Sheffield.GBR/32.12/D8,19.2,#469990,19,#E69F00
Padova.ITA/15.17/1/B3,1.19,#dcbeff,1,#3cb44b
Marseille.FRA/27.19/6/B3,3.17,#9A6324,3,#4363d8
Marseille.FRA/33.18/1/D8,5.15,#b3a400,5,#ba3fdf
Marseille.FRA/15.19/1/D8,6.14,#800000,6,#42d4f4
Faridabad.IND/22.14/D8,12.8,#82baff,12,#b3a400
California.USA/19.10/D9,15.5,#808000,15,#808000
Queenstown.NZL/41.16/D8,16.4,#ffd8b1,16,#ffd8b1
Marseille.FRA/31.17/2/D8,17.3,#0072B2,17,#0072B2
Hull.GBR/47.12/D8,19.1,#999999,19,#E69F00
Padova.ITA/15.17/2/B3,1.18,#E69F00,1,#3cb44b
Manchester.GBR/31.13/B3,3.16,#56B4E9,3,#4363d8
Marseille.FRA/40.18/1/D8,5.14,#009E73,5,#ba3fdf
Marseille.FRA/20.19/5/D8,6.13,#F0E442,6,#42d4f4
California.USA/49.10/D8,12.7,#0072B2,12,#b3a400
Gyeongnam.KOR/27.11/1/D9,15.4,#D55E00,15,#808000
Palmerston.North.NZL/5.17/2/D8,16.3,#CC79A7,16,#ffd8b1
Marseille.FRA/25.17/1/D8,17.2,#f46d43,17,#0072B2
Padova.ITA/17.17/3/B3,1.17,#abd9e9,1,#3cb44b
California.USA/05.14/B3,3.15,#e6194B,3,#4363d8
Marseille.FRA/28.18/1/D8,5.13,#3cb44b,5,#ba3fdf
Marseille.FRA/17.19/3/D8,6.12,#ffe119,6,#42d4f4
Jamnagar.IND/18.15/D8,7.11,#4363d8,7,#bfef45
Gr.Mumbai.IND/01.15/D8,12.6,#f58231,12,#b3a400
California.USA/8.04,15.3,#ba3fdf,15,#808000
Seoul.KOR/37.16/D8,16.2,#42d4f4,16,#ffd8b1
Marseille.FRA/29.17/2/D8,17.1,#bfef45,17,#0072B2
Padova.ITA/14.17/7/B3,1.16,#fabed4,1,#3cb44b
London.GBR/4.14/2/B3,3.14,#469990,3,#4363d8
Marseille.FRA/27.18/1/D8,5.12,#dcbeff,5,#ba3fdf
Marseille.FRA/16.19/1/D8,6.11,#9A6324,6,#42d4f4
Jamnagar.IND/23.15/D8,7.10,#b3a400,7,#bfef45
Kanpur.IND/16.14/D8,12.5,#800000,12,#b3a400
Arizona.USA/11.08/2,15.2,#82baff,15,#808000
Geoje.KOR/41.16/D8,16.1,#808000,16,#ffd8b1
Padova.ITA/16.17/2/B3,1.15,#ffd8b1,1,#3cb44b
Alabama.USA/13.14/B3,3.13,#0072B2,3,#4363d8
Marseille.FRA/26.18/2/D8,5.11,#999999,5,#ba3fdf
Marseille.FRA/20.19/6/D8,6.10,#E69F00,6,#42d4f4
Jamnagar.IND/18.15/2/D8,7.9,#56B4E9,7,#bfef45
Virginia.USA/15.09,12.4,#009E73,12,#b3a400
Alberta.CAN/22.14.D6..SSPE.,15.1,#F0E442,15,#808000
Padova.ITA/19.17/1/B3,1.14,#0072B2,1,#3cb44b
Luton.GBR/4.14/B3,3.12,#D55E00,3,#4363d8
Marseille.FRA/23.18/2/D8,5.10,#CC79A7,5,#ba3fdf
Marseille.FRA/30.19/2/D8,6.9,#f46d43,6,#42d4f4
Bhavnagar.IND/03.15/D8,7.8,#abd9e9,7,#bfef45
NewDelhi.IND/26.14/D8,12.3,#e6194B,12,#b3a400
Padova.ITA/14.17/3/B3,1.13,#3cb44b,1,#3cb44b
NewcastleuponTyne.GBR/9.14/B3,3.11,#ffe119,3,#4363d8
Marseille.FRA/31.18/1/D8,5.9,#4363d8,5,#ba3fdf
Marseille.FRA/39.19/1/D8,6.8,#f58231,6,#42d4f4
Gr.Mumbai.IND/10.15/D8,7.7,#ba3fdf,7,#bfef45
Vicenza.ITA/12.10/2/D8,12.2,#42d4f4,12,#b3a400
Padova.ITA/16.17/4/B3,1.12,#bfef45,1,#3cb44b
London.GBR/3.14/3/B3,3.10,#fabed4,3,#4363d8
Marseille.FRA/29.18/1/D8,5.8,#469990,5,#ba3fdf
Marseille.FRA/41.19/1/D8,6.7,#dcbeff,6,#42d4f4
Udupi.IND/7.15/7,7.6,#9A6324,7,#bfef45
Menglian.CHN/47.09.D11.,12.1,#b3a400,12,#b3a400
Padova.ITA/24.17/1/B3,1.11,#800000,1,#3cb44b
London.GBR/3.14/B3,3.9,#82baff,3,#4363d8
Marseille.FRA/25.18/1/D8,5.7,#808000,5,#ba3fdf
Marseille.FRA/39.19/2/D8,6.6,#ffd8b1,6,#42d4f4
Bijapur.IND/50.15/2/D8,7.5,#0072B2,7,#bfef45
Padova.ITA/13.17/2/B3,1.10,#999999,1,#3cb44b
California.USA/08.14/3/B3,3.8,#E69F00,3,#4363d8
Marseille.FRA/27.18/3/D8,5.6,#56B4E9,5,#ba3fdf
Marseille.FRA/23.19/6/D8,6.5,#009E73,6,#42d4f4
Anand.IND/50.15/D8,7.4,#F0E442,7,#bfef45
Padova.ITA/11.17/1/B3,1.9,#0072B2,1,#3cb44b
London.GBR/3.14/2/B3,3.7,#D55E00,3,#4363d8
Marseille.FRA/13.18/1/D8,5.5,#CC79A7,5,#ba3fdf
Marseille.FRA/23.19/1/D8,6.4,#f46d43,6,#42d4f4
Sundargarh.IND/10.14/D8,7.3,#abd9e9,7,#bfef45
Padova.ITA/21.17/1/B3,1.8,#e6194B,1,#3cb44b
NewcastleuponTyne.GBR/35.13/B3,3.6,#3cb44b,3,#4363d8
Marseille.FRA/27.18/4/D8,5.4,#ffe119,5,#ba3fdf
Marseille.FRA/21.19/20/D8,6.3,#4363d8,6,#42d4f4
BritishColumbia.CAN/13.10/1/D8,7.2,#f58231,7,#bfef45
Padova.ITA/19.17/2/B3,1.7,#ba3fdf,1,#3cb44b
London.GBR/41.13/B3,3.5,#42d4f4,3,#4363d8
Marseille.FRA/17.18/1/D8,5.3,#bfef45,5,#ba3fdf
Marseille.FRA/14.19/1/D8,6.2,#fabed4,6,#42d4f4
Llandudno.GBR/7.12/2/D8,7.1,#469990,7,#bfef45
Padova.ITA/21.17/2/B3,1.6,#dcbeff,1,#3cb44b
Dartford.GBR/2.14/B3,3.4,#9A6324,3,#4363d8
Marseille.FRA/17.18/2/D8,5.2,#b3a400,5,#ba3fdf
Jiangxi.CHN/13.19/1,6.1,#800000,6,#42d4f4
Padova.ITA/20.17/1/B3,1.5,#82baff,1,#3cb44b
Mvs/Gyeongnam.KOR/29.13/2/B3,3.3,#808000,3,#4363d8
Marseille.FRA/11.18/1/D8,5.1,#ffd8b1,5,#ba3fdf
Padova.ITA/16.17/3/B3,1.4,#0072B2,1,#3cb44b
Calais.FRA/01.16/B3,3.2,#999999,3,#4363d8
Padova.ITA/14.17/4/B3,1.3,#E69F00,1,#3cb44b
Manchester.GBR/7.12/2/B3,3.1,#56B4E9,3,#4363d8
Padova.ITA/16.17/5/B3,1.2,#009E73,1,#3cb44b
Padova.ITA/16.17/1/B3,1.1,#F0E442,1,#3cb44b
